company_id,company_name,year,sector,sub_sector,sales,net_profit,return_on_equity_pct,roce_percentage,net_profit_margin_pct,debt_to_equity,interest_coverage,free_cash_flow_cr,capex_cr,dividend_payout_ratio_pct,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,sales_cagr_3yr,sales_cagr_5yr,pat_cagr_5yr,fcf_cagr_5yr,cfo_pat_ratio,composite_score,fcf_yield,operating_profit_margin_pct,asset_turnover,cluster_id,cluster_name,cluster_description
EICHERMOT,Eicher Motors Ltd,2024-03,Consumer Discretionary,Two Wheelers,16536,4001,22.172346910501524,31.1,24.195694242864054,0.023219728456636186,114.70588235294117,890,2834,35.0,15.62,13.61,19.29,4.41,23.776441520116,11.036936496739692,12.675841665377696,-0.552520013345259,0.9307673081729567,53.54611086245712,0.4001945575069012,26.179245283018872,0.7153796236210254,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
GAIL,GAIL (India) Ltd,2024-03,Energy,Gas Distribution,133228,9903,12.861540060002339,14.7,7.433122166511544,0.28304998896060884,23.624478442280946,4360,8226,37.0,25.84,9.54,33.07,0.31,32.42353373080278,11.825154521824267,8.608876760374562,13.814112331981754,1.270928001615672,45.66745472034233,0.28461990353382827,10.743987750322754,1.0680883472962681,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
GODREJCP,Godrej Consumer Products Ltd,2024-03,Consumer Staples,Personal Products,14096,-561,-4.45308779171297,26.49,-3.9798524404086266,0.2557548817272583,2.412903225806452,-1365,3435,0.0,33.59,8.07,23.55,3.09,8.522532034887087,6.447080048592069,0.0,0.0,-3.6898395721925135,14.731164238957788,-0.10280184353453976,20.977582292849036,0.7664201826881253,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
GRASIM,Grasim Industries Ltd,2024-03,Industrials,Diversified Industrials,130978,9926,11.196462612658342,9.3,7.578371940325857,1.5470993649397087,3.015845639754231,-33833,23114,12.0,79.35,5.68,15.23,0.98,19.68160909363319,11.15172597339149,29.314249729328566,0.0,-1.0798911948418295,30.281426857959787,-7.063967310949983,20.763028905617738,0.3178182841724175,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
HAL,Hindustan Aeronautics Ltd,2024-03,Industrials,Defence & Aerospace,30381,7595,3816.5829145728644,38.9,24.999177117277245,0.6180904522613065,270.8837209302326,1814,6412,31.0,71.89,3.65,8.76,2.77,9.909701355201484,8.712548590236358,26.485270563052985,0.0,1.0830809743252139,71.29368698927246,0.06861811283803056,32.08913465652875,67.51333333333334,2,Market Averages,"Moderate returns, reasonable growth, and standard leverage profiles."
HAVELLS,Havells India Ltd,2024-03,Industrials,Consumer Electricals,18590,1271,17.067275412917954,24.4,6.837009144701453,0.040687525177924,25.357142857142858,335,1618,44.0,45.41,14.08,30.73,2.6,21.14089015706202,13.037907939063121,10.033231229420036,-13.354873869419738,1.5365853658536586,41.97888154505844,0.013285695877801929,10.118343195266272,1.4952143489101584,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
HCLTECH,HCL Technologies Ltd,2024-03,Information Technology,IT Services,109913,15710,23.01393141233172,29.6,14.293122742532729,0.08435023365512796,46.46112115732369,15840,6608,90.0,63.63,5.44,31.21,1.99,13.396477329776978,12.710299978373406,9.194090295112023,22.616181854301498,1.428898790579249,59.811758361111096,3.8391317512701186,22.015594151738192,1.1101650405025958,0,Steady Performers,"Moderate returns, reasonable growth, and standard leverage profiles."
HDFCBANK,HDFC Bank Ltd,2024-03,Financials,Private Banks,283649,65446,14.33974005030719,7.67,23.07288232992184,6.808786667718385,1.4007688224792112,35669,16600,23.0,49.42,4.4,22.54,4.33,30.186956140948773,21.95098428169122,23.865063572879073,0.0,0.2913699844146319,41.73017566268351,4.412519521183551,61.41252040373843,0.07038097917866981,1,Leveraged / High Debt,Companies with high debt-to-equity ratio and lower operational performance.
HDFCLIFE,HDFC Life Insurance Company Ltd,2024-03,Financials,Life Insurance,101482,1574,10.732306013909723,6.61,1.5510139729213062,0.06477567162143734,192.2895238095238,-2893,13614,27.0,50.59,11.28,31.63,3.22,12.366704821498665,21.16813430936688,4.25449161597129,0.0,6.81130876747141,40.36261753495226,-6.151706657367163,99.47675449833469,0.33527042786773137,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
HEROMOTOCO,Hero MotoCorp Ltd,2024-03,Consumer Discretionary,Two Wheelers,37789,3742,21.14243742584327,29.1,9.902352536452407,0.03423922255494661,47.268505079825836,3095,1828,75.0,53.86,12.6,28.27,1.91,6.870906150291889,2.1530677970544643,1.5441818871883894,5.8427088923197035,1.3156066274719402,43.219305592785474,0.19423862750722218,86.14676228532112,1.4449202768324858,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
HINDALCO,Hindalco Industries Ltd,2024-03,Materials,Metals & Mining,215962,10155,9.567011474761177,11.3,4.702216130615571,0.5309290976579428,126.46543778801843,9789,14267,8.0,56.45,9.32,27.63,0.98,17.830855223435172,10.592433818985914,13.06871230695661,8.463802473474736,2.368882323978336,41.7834447507926,1.355289512628809,88.94620349876368,0.9360228499109322,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
HINDUNILVR,Hindustan Unilever Ltd,2024-03,Consumer Staples,FMCG,61896,10282,20.074973642078955,27.2,16.611735814915342,0.028974188761763442,57.847001223990205,10145,5324,96.0,34.51,11.88,7.52,4.32,9.589435897156351,9.504485244074123,11.152950436803422,13.601756995927673,1.504473837774752,54.227223419702945,1.8482736240750641,76.31672482874498,0.7885945801322478,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
ICICIBANK,ICICI Bank Ltd,2024-03,Financials,Private Banks,159516,46081,17.99027109750765,7.6,28.888011233982798,6.445624336310825,1.3009461331381824,12547,144737,16.0,25.76,6.2,38.28,3.43,21.39660074377121,17.25086850260209,51.94877118224903,-7.360467011220518,3.4132071786636575,48.52778494357482,0.9510909711578005,62.41380175029464,0.06747535915921023,1,Leveraged / High Debt,Companies with high debt-to-equity ratio and lower operational performance.
ICICIGI,ICICI Lombard General Insurance Company Ltd,2024-03,Financials,General Insurance,20487,1919,15.7230643179025,22.5,9.366915605017816,0.0028676771814829987,160.02678571428572,486,1921,28.0,49.0,7.86,36.96,3.46,18.98796206427069,12.911841003362579,12.839173718198161,32.27903093325808,1.2542991141219386,57.54983187777149,0.03821387979852416,87.42129155073948,0.3236083907247109,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2024-03,Financials,Life Insurance,90307,851,7.732848705134029,8.75,0.942341125272681,0.10904134484325306,31.021548821548823,105,7420,10.0,20.83,12.38,22.57,0.35,2.777335010929405,16.84553965244746,-5.6631941891523425,-51.26166654001434,-8.595769682726205,27.086984985192583,0.006574879059013327,102.02531365231931,0.3020290902037117,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
INDIGO,Interglobe Aviation Ltd,2024-03,Consumer Discretionary,Airlines,68904,8167,892.568306010929,24.5,11.852722628584697,0.018579234972677595,22.612639724849526,9424,11759,0.0,76.23,7.87,24.64,4.27,67.58091776468258,19.313355125806165,120.69250867467933,71.56520119992503,2.5937308681278317,91.27138722585146,0.9056027172386589,76.29890862649484,56.38625204582652,3,High-Quality Growth Compounder,Premium companies with superior return on equity and strong revenue growth.
