company_id,year,capital_allocation_pattern
TATACONSUM,2021-03,Healthy/Mature
TATACONSUM,2022-03,Healthy/Mature
TATACONSUM,2023-03,Healthy/Mature
TATACONSUM,2024-03,Growth/Expansion
TATACONSUM,2024-09,Restructuring/Survival
TATAMOTORS,2013-03,Healthy/Mature
TATAMOTORS,2014-03,Healthy/Mature
TATAMOTORS,2015-03,Growth/Expansion
TATAMOTORS,2016-03,Healthy/Mature
TATAMOTORS,2017-03,Growth/Expansion
TATAMOTORS,2018-03,Growth/Expansion
TATAMOTORS,2019-03,Growth/Expansion
TATAMOTORS,2020-03,Growth/Expansion
TATAMOTORS,2021-03,Growth/Expansion
TATAMOTORS,2022-03,Healthy/Mature
TATAMOTORS,2023-03,Healthy/Mature
TATAMOTORS,2024-03,Healthy/Mature
TATAMOTORS,2024-09,Restructuring/Survival
TATAPOWER,2013-03,Healthy/Mature
TATAPOWER,2014-03,Healthy/Mature
TATAPOWER,2015-03,Healthy/Mature
TATAPOWER,2016-03,Healthy/Mature
TATAPOWER,2017-03,Growth/Expansion
TATAPOWER,2018-03,Healthy/Mature
TATAPOWER,2019-03,Healthy/Mature
TATAPOWER,2020-03,Healthy/Mature
TATAPOWER,2021-03,Asset Seller/Deleveraging
TATAPOWER,2022-03,Healthy/Mature
TATAPOWER,2023-03,Growth/Expansion
TATAPOWER,2024-03,Healthy/Mature
TATAPOWER,2024-09,Restructuring/Survival
TATASTEEL,2013-03,Healthy/Mature
TATASTEEL,2014-03,Growth/Expansion
TATASTEEL,2015-03,Healthy/Mature
TATASTEEL,2016-03,Healthy/Mature
TATASTEEL,2017-03,Healthy/Mature
TATASTEEL,2018-03,Growth/Expansion
TATASTEEL,2019-03,Healthy/Mature
TATASTEEL,2020-03,Healthy/Mature
TATASTEEL,2021-03,Healthy/Mature
TATASTEEL,2022-03,Healthy/Mature
TATASTEEL,2023-03,Healthy/Mature
TATASTEEL,2024-03,Healthy/Mature
TATASTEEL,2024-09,Restructuring/Survival
TCS,2013-03,Healthy/Mature
TCS,2014-03,Healthy/Mature
TCS,2015-03,Healthy/Mature
TCS,2016-03,Healthy/Mature
TCS,2017-03,Healthy/Mature
TCS,2018-03,Asset Seller/Deleveraging
TCS,2019-03,Asset Seller/Deleveraging
TCS,2020-03,Asset Seller/Deleveraging
TCS,2021-03,Healthy/Mature
TCS,2022-03,Healthy/Mature
TCS,2023-03,Asset Seller/Deleveraging
TCS,2024-03,Asset Seller/Deleveraging
TCS,2024-09,Restructuring/Survival
TECHM,2013-03,Growth/Expansion
TECHM,2014-03,Asset Seller/Deleveraging
TECHM,2015-03,Healthy/Mature
TECHM,2016-03,Healthy/Mature
TECHM,2017-03,Healthy/Mature
TECHM,2018-03,Healthy/Mature
TECHM,2019-03,Healthy/Mature
TECHM,2020-03,Asset Seller/Deleveraging
TECHM,2021-03,Healthy/Mature
TECHM,2022-03,Asset Seller/Deleveraging
TECHM,2023-03,Healthy/Mature
TECHM,2024-03,Healthy/Mature
TECHM,2024-09,Restructuring/Survival
TITAN,2013-03,Healthy/Mature
TITAN,2014-03,Startup/Early Stage
TITAN,2015-03,Healthy/Mature
TITAN,2016-03,Healthy/Mature
TITAN,2017-03,Healthy/Mature
TITAN,2018-03,Asset Liquidation
TITAN,2019-03,Healthy/Mature
TITAN,2020-03,Asset Liquidation
TITAN,2021-03,Healthy/Mature
TITAN,2022-03,Asset Liquidation
TITAN,2023-03,Growth/Expansion
TITAN,2024-03,Healthy/Mature
TITAN,2024-09,Restructuring/Survival
TORNTPHARM,2013-03,Growth/Expansion
TORNTPHARM,2014-03,Growth/Expansion
TORNTPHARM,2015-03,Growth/Expansion
TORNTPHARM,2016-03,Healthy/Mature
TORNTPHARM,2017-03,Healthy/Mature
TORNTPHARM,2018-03,Growth/Expansion
TORNTPHARM,2019-03,Healthy/Mature
TORNTPHARM,2020-03,Asset Seller/Deleveraging
TORNTPHARM,2021-03,Healthy/Mature
TORNTPHARM,2022-03,Healthy/Mature
TORNTPHARM,2023-03,Growth/Expansion
TORNTPHARM,2024-03,Healthy/Mature
TORNTPHARM,2024-09,Restructuring/Survival
TRENT,2013-03,Growth/Expansion
TRENT,2014-03,Severe Cash Burn
TRENT,2015-03,Startup/Early Stage
TRENT,2016-03,Healthy/Mature
TRENT,2017-03,Healthy/Mature
TRENT,2018-03,Healthy/Mature
TRENT,2019-03,Growth/Expansion
TRENT,2020-03,Growth/Expansion
TRENT,2021-03,Asset Seller/Deleveraging
TRENT,2022-03,Asset Seller/Deleveraging
TRENT,2023-03,Healthy/Mature
TRENT,2024-03,Healthy/Mature
TRENT,2024-09,Restructuring/Survival
TVSMOTOR,2013-03,Healthy/Mature
TVSMOTOR,2014-03,Healthy/Mature
TVSMOTOR,2015-03,Growth/Expansion
TVSMOTOR,2016-03,Healthy/Mature
TVSMOTOR,2017-03,Healthy/Mature
TVSMOTOR,2018-03,Growth/Expansion
TVSMOTOR,2019-03,Startup/Early Stage
TVSMOTOR,2020-03,Growth/Expansion
TVSMOTOR,2021-03,Growth/Expansion
TVSMOTOR,2022-03,Startup/Early Stage
TVSMOTOR,2023-03,Startup/Early Stage
TVSMOTOR,2024-03,Startup/Early Stage
TVSMOTOR,2024-09,Restructuring/Survival
